surah_number,ayah_number,word_number,word_number_all,uthmani,nastaleeq,indopak,dk_indopak,qpc_v1,dk_v2,dk_v1,qpc_hafs,is_ayah_marker
51,44,5,72125,'فَأَخَذَتْهُمُ','فَاَخَذَتْهُمُ','فَاَخَذَتْهُمُ','فَاَخَذَتْهُمُ','ﯙ','فَأَخَذَتْهُمُ','فَأَخَذَتْهُمُ','فَأَخَذَتۡهُمُ',0
51,44,6,72126,'ٱلصَّـٰعِقَةُ','الصّٰعِقَةُ','الصّٰعِقَةُ','الصّٰعِقَةُ','ﯚ','ٱلصَّٰعِقَةُ','ٱلصَّٰعِقَةُ','ٱلصَّٰعِقَةُ',0
51,44,7,72127,'وَهُمْ','وَهُمْ','وَهُمْ','وَهُمْ','ﯛ','وَهُمْ','وَهُمْ','وَهُمۡ',0
51,44,8,72128,'يَنظُرُونَ','يَنْظُرُوْنَ','یَنْظُرُوْنَ','يَنْظُرُوْنَ','ﯜ','يَنظُرُونَ','يَنظُرُونَ','يَنظُرُونَ',0
51,44,9,72129,'٤٤','٤٤','۟','۝٤٤','ﯝ','۝٤٤','۝٤٤','٤٤',1
51,45,1,72130,'فَمَا','فَمَا','فَمَا','فَمَا','ﯞ','فَمَا','فَمَا','فَمَا',0
51,45,2,72131,'ٱسْتَطَـٰعُوا۟','اسْتَطَاعُوْا','اسْتَطَاعُوْا','اسْتَطَاعُوْا','ﯟ','ٱسْتَطَٰعُوا۟','ٱسْتَطَٰعُوا۟','ٱسۡتَطَٰعُواْ',0
51,45,3,72132,'مِن','مِنْ','مِنْ','مِنْ','ﯠ','مِن','مِن','مِن',0
51,45,4,72133,'قِيَامٍۢ','قِيَامٍ','قِیَامٍ','قِيَامٍ','ﯡ','قِيَامࣲ','قِيَامࣲ','قِيَامٖ',0
51,45,5,72134,'وَمَا','وَّمَا','وَّمَا','وَّمَا','ﯢ','وَمَا','وَمَا','وَمَا',0
51,45,6,72135,'كَانُوا۟','كَانُوْا','كَانُوْا','كَانُوْا','ﯣ','كَانُوا۟','كَانُوا۟','كَانُواْ',0
51,45,7,72136,'مُنتَصِرِينَ','مُنْتَصِرِيْنَ','مُنْتَصِرِیْنَ','مُنْتَصِرِيْنَ','ﯤ','مُنتَصِرِينَ','مُنتَصِرِينَ','مُنتَصِرِينَ',0
51,45,8,72137,'٤٥','٤٥ﶫ','۟ۙ','۝٤٥ۙ','ﯥ','۝٤٥','۝٤٥','٤٥',1
51,46,1,72138,'وَقَوْمَ','وَقَوْمَ','وَقَوْمَ','وَقَوْمَ','ﯦ','وَقَوْمَ','وَقَوْمَ','وَقَوۡمَ',0
51,46,2,72139,'نُوحٍۢ','نُوْحٍ','نُوْحٍ','نُوْحٍ','ﯧ','نُوحࣲ','نُوحࣲ','نُوحٖ',0
51,46,3,72140,'مِّن','مِّنْ','مِّنْ','مِّنْ','ﯨ','مِّن','مِّن','مِّن',0
51,46,4,72141,'قَبْلُ ۖ','قَبْلُﵧ','قَبْلُ ؕ','قَبْلُؕ','ﯩﯪ','قَبْلُۖ','قَبْلُۖ','قَبۡلُۖ',0
51,46,5,72142,'إِنَّهُمْ','اِنَّهُمْ','اِنَّهُمْ','اِنَّهُمْ','ﯫ','إِنَّهُمْ','إِنَّهُمْ','إِنَّهُمۡ',0
51,46,6,72143,'كَانُوا۟','كَانُوْا','كَانُوْا','كَانُوْا','ﯬ','كَانُوا۟','كَانُوا۟','كَانُواْ',0
51,46,7,72144,'قَوْمًۭا','قَوْمًا','قَوْمًا','قَوْمًا','ﯭ','قَوْمࣰا','قَوْمࣰا','قَوۡمٗا',0
51,46,8,72145,'فَـٰسِقِينَ','فٰسِقِيْنَ','فٰسِقِیْنَ','فٰسِقِيْنَ','ﯮ','فَٰسِقِينَ','فَٰسِقِينَ','فَٰسِقِينَ',0
51,46,9,72146,'٤٦','٤٦ﶒ','۟۠','۝٤٦ࣖ','ﯯ','۝٤٦','۝٤٦','٤٦',1
51,47,1,72147,'وَٱلسَّمَآءَ','وَالسَّمَآءَ','وَالسَّمَآءَ','وَالسَّمَا࢜ءَ','ﯰ','وَٱلسَّمَآءَ','وَٱلسَّمَآءَ','وَٱلسَّمَآءَ',0
51,47,2,72148,'بَنَيْنَـٰهَا','بَنَيْنٰهَا','بَنَیْنٰهَا','بَنَيْنٰهَا','ﯱ','بَنَيْنَٰهَا','بَنَيْنَٰهَا','بَنَيۡنَٰهَا',0
51,47,3,72149,'بِأَيْي۟دٍۢ','بِاَيْىدٍ','بِاَیْىدٍ','بِاَيْىدٍ','ﯲ','بِأَيْي۟دࣲ','بِأَيْي۟دࣲ','بِأَيۡيْدٖ',0
51,47,4,72150,'وَإِنَّا','وَّاِنَّا','وَّاِنَّا','وَّاِنَّا','ﯳ','وَإِنَّا','وَإِنَّا','وَإِنَّا',0
51,47,5,72151,'لَمُوسِعُونَ','لَمُوْسِعُوْنَ','لَمُوْسِعُوْنَ','لَمُوْسِعُوْنَ','ﯴ','لَمُوسِعُونَ','لَمُوسِعُونَ','لَمُوسِعُونَ',0
51,47,6,72152,'٤٧','٤٧','۟','۝٤٧','ﯵ','۝٤٧','۝٤٧','٤٧',1
51,48,1,72153,'وَٱلْأَرْضَ','وَالْاَرْضَ','وَالْاَرْضَ','وَالْاَرْضَ','ﯶ','وَٱلْأَرْضَ','وَٱلْأَرْضَ','وَٱلۡأَرۡضَ',0
51,48,2,72154,'فَرَشْنَـٰهَا','فَرَشْنٰهَا','فَرَشْنٰهَا','فَرَشْنٰهَا','ﯷ','فَرَشْنَٰهَا','فَرَشْنَٰهَا','فَرَشۡنَٰهَا',0
51,48,3,72155,'فَنِعْمَ','فَنِعْمَ','فَنِعْمَ','فَنِعْمَ','ﯸ','فَنِعْمَ','فَنِعْمَ','فَنِعۡمَ',0
51,48,4,72156,'ٱلْمَـٰهِدُونَ','الْمٰهِدُوْنَ','الْمٰهِدُوْنَ','الْمٰهِدُوْنَ','ﯹ','ٱلْمَٰهِدُونَ','ٱلْمَٰهِدُونَ','ٱلۡمَٰهِدُونَ',0
51,48,5,72157,'٤٨','٤٨','۟','۝٤٨','ﯺ','۝٤٨','۝٤٨','٤٨',1
51,49,1,72158,'وَمِن','وَمِنْ','وَمِنْ','وَمِنْ','ﯻ','وَمِن','وَمِن','وَمِن',0
51,49,2,72159,'كُلِّ','كُلِّ','كُلِّ','كُلِّ','ﯼ','كُلِّ','كُلِّ','كُلِّ',0
51,49,3,72160,'شَىْءٍ','شَيْءٍ','شَیْءٍ','شَيْءٍ','ﯽ','شَيْءٍ','شَيْءٍ','شَيۡءٍ',0
51,49,4,72161,'خَلَقْنَا','خَلَقْنَا','خَلَقْنَا','خَلَقْنَا','ﯾ','خَلَقْنَا','خَلَقْنَا','خَلَقۡنَا',0
51,49,5,72162,'زَوْجَيْنِ','زَوْجَيْنِ','زَوْجَیْنِ','زَوْجَيْنِ','ﯿ','زَوْجَيْنِ','زَوْجَيْنِ','زَوۡجَيۡنِ',0
51,49,6,72163,'لَعَلَّكُمْ','لَعَلَّكُمْ','لَعَلَّكُمْ','لَعَلَّكُمْ','ﰀ','لَعَلَّكُمْ','لَعَلَّكُمْ','لَعَلَّكُمۡ',0
51,49,7,72164,'تَذَكَّرُونَ','تَذَكَّرُوْنَ','تَذَكَّرُوْنَ','تَذَكَّرُوْنَ','ﰁ','تَذَكَّرُونَ','تَذَكَّرُونَ','تَذَكَّرُونَ',0
51,49,8,72165,'٤٩','٤٩','۟','۝٤٩','ﰂ','۝٤٩','۝٤٩','٤٩',1
51,50,1,72166,'فَفِرُّوٓا۟','فَفِرُّوْ٘ا','فَفِرُّوْۤا','فَفِرُّوْٓا','ﰃ','فَفِرُّوٓا۟','فَفِرُّوٓا۟','فَفِرُّوٓاْ',0
51,50,2,72167,'إِلَى','اِلَي','اِلَی','اِلَي','ﰄ','إِلَى','إِلَى','إِلَى',0
51,50,3,72168,'ٱللَّهِ ۖ','اللّٰهِﵧ','اللّٰهِ ؕ','اللّٰهِؕ','ﰅﰆ','ٱللَّهِۖ','ٱللَّهِۖ','ٱللَّهِۖ',0
51,50,4,72169,'إِنِّى','اِنِّيْ','اِنِّیْ','اِنِّيْ','ﰇ','إِنِّي','إِنِّي','إِنِّي',0
51,50,5,72170,'لَكُم','لَكُمْ','لَكُمْ','لَكُمْ','ﰈ','لَكُم','لَكُم','لَكُم',0
51,50,6,72171,'مِّنْهُ','مِّنْهُ','مِّنْهُ','مِّنْهُ','ﰉ','مِّنْهُ','مِّنْهُ','مِّنۡهُ',0
51,50,7,72172,'نَذِيرٌۭ','نَذِيْرٌ','نَذِیْرٌ','نَذِيْرٌ','ﰊ','نَذِيرࣱ','نَذِيرࣱ','نَذِيرٞ',0
51,50,8,72173,'مُّبِينٌۭ','مُّبِيْنٌ','مُّبِیْنٌ','مُّبِيْنٌ','ﰋ','مُّبِينࣱ','مُّبِينࣱ','مُّبِينٞ',0
51,50,9,72174,'٥٠','٥٠ﶔ','۟ۚ','۝٥٠ۚ','ﰌ','۝٥٠','۝٥٠','٥٠',1
51,51,1,72175,'وَلَا','وَلَا','وَلَا','وَلَا','ﰍ','وَلَا','وَلَا','وَلَا',0
51,51,2,72176,'تَجْعَلُوا۟','تَجْعَلُوْا','تَجْعَلُوْا','تَجْعَلُوْا','ﰎ','تَجْعَلُوا۟','تَجْعَلُوا۟','تَجۡعَلُواْ',0
51,51,3,72177,'مَعَ','مَعَ','مَعَ','مَعَ','ﰏ','مَعَ','مَعَ','مَعَ',0
51,51,4,72178,'ٱللَّهِ','اللّٰهِ','اللّٰهِ','اللّٰهِ','ﰐ','ٱللَّهِ','ٱللَّهِ','ٱللَّهِ',0
51,51,5,72179,'إِلَـٰهًا','اِلٰهًا','اِلٰهًا','اِلٰهًا','ﰑ','إِلَٰهًا','إِلَٰهًا','إِلَٰهًا',0
51,51,6,72180,'ءَاخَرَ ۖ','اٰخَرَﵧ','اٰخَرَ ؕ','اٰخَرَؕ','ﰒﰓ','ءَاخَرَۖ','ءَاخَرَۖ','ءَاخَرَۖ',0
51,51,7,72181,'إِنِّى','اِنِّيْ','اِنِّیْ','اِنِّيْ','ﰔ','إِنِّي','إِنِّي','إِنِّي',0
51,51,8,72182,'لَكُم','لَكُمْ','لَكُمْ','لَكُمْ','ﰕ','لَكُم','لَكُم','لَكُم',0
51,51,9,72183,'مِّنْهُ','مِّنْهُ','مِّنْهُ','مِّنْهُ','ﰖ','مِّنْهُ','مِّنْهُ','مِّنۡهُ',0
51,51,10,72184,'نَذِيرٌۭ','نَذِيْرٌ','نَذِیْرٌ','نَذِيْرٌ','ﰗ','نَذِيرࣱ','نَذِيرࣱ','نَذِيرٞ',0
51,51,11,72185,'مُّبِينٌۭ','مُّبِيْنٌ','مُّبِیْنٌ','مُّبِيْنٌ','ﰘ','مُّبِينࣱ','مُّبِينࣱ','مُّبِينٞ',0
51,51,12,72186,'٥١','٥١','۟','۝٥١','ﰙ','۝٥١','۝٥١','٥١',1
51,52,1,72187,'كَذَٰلِكَ','كَذٰلِكَ','كَذٰلِكَ','كَذٰلِكَ','ﭑ','كَذَٰلِكَ','كَذَٰلِكَ','كَذَٰلِكَ',0
51,52,2,72188,'مَآ','مَا٘','مَاۤ','مَا͏ٓ','ﭒ','مَآ','مَآ','مَآ',0
51,52,3,72189,'أَتَى','اَتَي','اَتَی','اَتَي','ﭓ','أَتَى','أَتَى','أَتَى',0
51,52,4,72190,'ٱلَّذِينَ','الَّذِيْنَ','الَّذِیْنَ','الَّذِيْنَ','ﭔ','ٱلَّذِينَ','ٱلَّذِينَ','ٱلَّذِينَ',0
51,52,5,72191,'مِن','مِنْ','مِنْ','مِنْ','ﭕ','مِن','مِن','مِن',0
51,52,6,72192,'قَبْلِهِم','قَبْلِهِمْ','قَبْلِهِمْ','قَبْلِهِمْ','ﭖ','قَبْلِهِم','قَبْلِهِم','قَبۡلِهِم',0
51,52,7,72193,'مِّن','مِّنْ','مِّنْ','مِّنْ','ﭗ','مِّن','مِّن','مِّن',0
51,52,8,72194,'رَّسُولٍ','رَّسُوْلٍ','رَّسُوْلٍ','رَّسُوْلٍ','ﭘ','رَّسُولٍ','رَّسُولٍ','رَّسُولٍ',0
51,52,9,72195,'إِلَّا','اِلَّا','اِلَّا','اِلَّا','ﭙ','إِلَّا','إِلَّا','إِلَّا',0
51,52,10,72196,'قَالُوا۟','قَالُوْا','قَالُوْا','قَالُوْا','ﭚ','قَالُوا۟','قَالُوا۟','قَالُواْ',0
51,52,11,72197,'سَاحِرٌ','سَاحِرٌ','سَاحِرٌ','سَاحِرٌ','ﭛ','سَاحِرٌ','سَاحِرٌ','سَاحِرٌ',0
51,52,12,72198,'أَوْ','اَوْ','اَوْ','اَوْ','ﭜ','أَوْ','أَوْ','أَوۡ',0
51,52,13,72199,'مَجْنُونٌ','مَجْنُوْنٌ','مَجْنُوْنٌ','مَجْنُوْنٌ','ﭝ','مَجْنُونٌ','مَجْنُونٌ','مَجۡنُونٌ',0
51,52,14,72200,'٥٢','٥٢ﶨ','۟ۚ','۝٥٢ۚ','ﭞ','۝٥٢','۝٥٢','٥٢',1
51,53,1,72201,'أَتَوَاصَوْا۟','اَتَوَاصَوْا','اَتَوَاصَوْا','اَتَوَاصَوْا','ﭟ','أَتَوَاصَوْا۟','أَتَوَاصَوْا۟','أَتَوَاصَوۡاْ',0
51,53,2,72202,'بِهِۦ ۚ','بِهٖﵐ','بِهٖ ۚ','بِهٖۚ','ﭠﭡ','بِهِۦۚ','بِهِۦۚ','بِهِۦۚ',0
51,53,3,72203,'بَلْ','بَلْ','بَلْ','بَلْ','ﭢ','بَلْ','بَلْ','بَلۡ',0
51,53,4,72204,'هُمْ','هُمْ','هُمْ','هُمْ','ﭣ','هُمْ','هُمْ','هُمۡ',0
51,53,5,72205,'قَوْمٌۭ','قَوْمٌ','قَوْمٌ','قَوْمٌ','ﭤ','قَوْمࣱ','قَوْمࣱ','قَوۡمٞ',0
51,53,6,72206,'طَاغُونَ','طَاغُوْنَ','طَاغُوْنَ','طَاغُوْنَ','ﭥ','طَاغُونَ','طَاغُونَ','طَاغُونَ',0
51,53,7,72207,'٥٣','٥٣ﶔ','۟ۚ','۝٥٣ۚ','ﭦ','۝٥٣','۝٥٣','٥٣',1
51,54,1,72208,'فَتَوَلَّ','فَتَوَلَّ','فَتَوَلَّ','فَتَوَلَّ','ﭧ','فَتَوَلَّ','فَتَوَلَّ','فَتَوَلَّ',0
51,54,2,72209,'عَنْهُمْ','عَنْهُمْ','عَنْهُمْ','عَنْهُمْ','ﭨ','عَنْهُمْ','عَنْهُمْ','عَنۡهُمۡ',0
51,54,3,72210,'فَمَآ','فَمَا٘','فَمَاۤ','فَمَا͏ٓ','ﭩ','فَمَآ','فَمَآ','فَمَآ',0
51,54,4,72211,'أَنتَ','اَنْتَ','اَنْتَ','اَنْتَ','ﭪ','أَنتَ','أَنتَ','أَنتَ',0
51,54,5,72212,'بِمَلُومٍۢ','بِمَلُوْمٍ','بِمَلُوْمٍ','بِمَلُوْمٍ','ﭫ','بِمَلُومࣲ','بِمَلُومࣲ','بِمَلُومٖ',0
51,54,6,72213,'٥٤','٥٤ﶚ','۟','۝٥٤ࣗؗ','ﭬ','۝٥٤','۝٥٤','٥٤',1
51,55,1,72214,'وَذَكِّرْ','وَّذَكِّرْ','وَّذَكِّرْ','وَّذَكِّرْ','ﭭ','وَذَكِّرْ','وَذَكِّرْ','وَذَكِّرۡ',0
51,55,2,72215,'فَإِنَّ','فَاِنَّ','فَاِنَّ','فَاِنَّ','ﭮ','فَإِنَّ','فَإِنَّ','فَإِنَّ',0
51,55,3,72216,'ٱلذِّكْرَىٰ','الذِّكْرٰي','الذِّكْرٰی','الذِّكْرٰي','ﭯ','ٱلذِّكْرَىٰ','ٱلذِّكْرَىٰ','ٱلذِّكۡرَىٰ',0
51,55,4,72217,'تَنفَعُ','تَنْفَعُ','تَنْفَعُ','تَنْفَعُ','ﭰ','تَنفَعُ','تَنفَعُ','تَنفَعُ',0
51,55,5,72218,'ٱلْمُؤْمِنِينَ','الْمُؤْمِنِيْنَ','الْمُؤْمِنِیْنَ','الْمُو͏ٔ͏ْمِنِيْنَ','ﭱ','ٱلْمُؤْمِنِينَ','ٱلْمُؤْمِنِينَ','ٱلۡمُؤۡمِنِينَ',0
51,55,6,72219,'٥٥','٥٥','۟','۝٥٥','ﭲ','۝٥٥','۝٥٥','٥٥',1
51,56,1,72220,'وَمَا','وَمَا','وَمَا','وَمَا','ﭳ','وَمَا','وَمَا','وَمَا',0
51,56,2,72221,'خَلَقْتُ','خَلَقْتُ','خَلَقْتُ','خَلَقْتُ','ﭴ','خَلَقْتُ','خَلَقْتُ','خَلَقۡتُ',0
51,56,3,72222,'ٱلْجِنَّ','الْجِنَّ','الْجِنَّ','الْجِنَّ','ﭵ','ٱلْجِنَّ','ٱلْجِنَّ','ٱلۡجِنَّ',0
51,56,4,72223,'وَٱلْإِنسَ','وَالْاِنْسَ','وَالْاِنْسَ','وَالْاِنْسَ','ﭶ','وَٱلْإِنسَ','وَٱلْإِنسَ','وَٱلۡإِنسَ',0
51,56,5,72224,'إِلَّا','اِلَّا','اِلَّا','اِلَّا','ﭷ','إِلَّا','إِلَّا','إِلَّا',0
51,56,6,72225,'لِيَعْبُدُونِ','لِيَعْبُدُوْنِ','لِیَعْبُدُوْنِ','لِيَعْبُدُوْنِ','ﭸ','لِيَعْبُدُونِ','لِيَعْبُدُونِ','لِيَعۡبُدُونِ',0
51,56,7,72226,'٥٦','٥٦','۟','۝٥٦','ﭹ','۝٥٦','۝٥٦','٥٦',1
51,57,1,72227,'مَآ','مَا٘','مَاۤ','مَا͏ٓ','ﭺ','مَآ','مَآ','مَآ',0
51,57,2,72228,'أُرِيدُ','اُرِيْدُ','اُرِیْدُ','اُرِيْدُ','ﭻ','أُرِيدُ','أُرِيدُ','أُرِيدُ',0
51,57,3,72229,'مِنْهُم','مِنْهُمْ','مِنْهُمْ','مِنْهُمْ','ﭼ','مِنْهُم','مِنْهُم','مِنۡهُم',0
51,57,4,72230,'مِّن','مِّنْ','مِّنْ','مِّنْ','ﭽ','مِّن','مِّن','مِّن',0
51,57,5,72231,'رِّزْقٍۢ','رِّزْقٍ','رِّزْقٍ','رِّزْقٍ','ﭾ','رِّزْقࣲ','رِّزْقࣲ','رِّزۡقٖ',0
51,57,6,72232,'وَمَآ','وَّمَا٘','وَّمَاۤ','وَّمَا͏ٓ','ﭿ','وَمَآ','وَمَآ','وَمَآ',0
51,57,7,72233,'أُرِيدُ','اُرِيْدُ','اُرِیْدُ','اُرِيْدُ','ﮀ','أُرِيدُ','أُرِيدُ','أُرِيدُ',0
51,57,8,72234,'أَن','اَنْ','اَنْ','اَنْ','ﮁ','أَن','أَن','أَن',0
51,57,9,72235,'يُطْعِمُونِ','يُّطْعِمُوْنِ','یُّطْعِمُوْنِ','يُّطْعِمُوْنِ','ﮂ','يُطْعِمُونِ','يُطْعِمُونِ','يُطۡعِمُونِ',0
51,57,10,72236,'٥٧','٥٧','۟','۝٥٧','ﮃ','۝٥٧','۝٥٧','٥٧',1
51,58,1,72237,'إِنَّ','اِنَّ','اِنَّ','اِنَّ','ﮄ','إِنَّ','إِنَّ','إِنَّ',0
51,58,2,72238,'ٱللَّهَ','اللّٰهَ','اللّٰهَ','اللّٰهَ','ﮅ','ٱللَّهَ','ٱللَّهَ','ٱللَّهَ',0
51,58,3,72239,'هُوَ','هُوَ','هُوَ','هُوَ','ﮆ','هُوَ','هُوَ','هُوَ',0
51,58,4,72240,'ٱلرَّزَّاقُ','الرَّزَّاقُ','الرَّزَّاقُ','الرَّزَّاقُ','ﮇ','ٱلرَّزَّاقُ','ٱلرَّزَّاقُ','ٱلرَّزَّاقُ',0
51,58,5,72241,'ذُو','ذُو','ذُو','ذُو','ﮈ','ذُو','ذُو','ذُو',0
51,58,6,72242,'ٱلْقُوَّةِ','الْقُوَّةِ','الْقُوَّةِ','الْقُوَّةِ','ﮉ','ٱلْقُوَّةِ','ٱلْقُوَّةِ','ٱلۡقُوَّةِ',0
51,58,7,72243,'ٱلْمَتِينُ','الْمَتِيْنُ','الْمَتِیْنُ','الْمَتِيْنُ','ﮊ','ٱلْمَتِينُ','ٱلْمَتِينُ','ٱلۡمَتِينُ',0
51,58,8,72244,'٥٨','٥٨','۟','۝٥٨','ﮋ','۝٥٨','۝٥٨','٥٨',1
51,59,1,72245,'فَإِنَّ','فَاِنَّ','فَاِنَّ','فَاِنَّ','ﮌ','فَإِنَّ','فَإِنَّ','فَإِنَّ',0
51,59,2,72246,'لِلَّذِينَ','لِلَّذِيْنَ','لِلَّذِیْنَ','لِلَّذِيْنَ','ﮍ','لِلَّذِينَ','لِلَّذِينَ','لِلَّذِينَ',0
51,59,3,72247,'ظَلَمُوا۟','ظَلَمُوْا','ظَلَمُوْا','ظَلَمُوْا','ﮎ','ظَلَمُوا۟','ظَلَمُوا۟','ظَلَمُواْ',0
51,59,4,72248,'ذَنُوبًۭا','ذَنُوْبًا','ذَنُوْبًا','ذَنُوْبًا','ﮏ','ذَنُوبࣰا','ذَنُوبࣰا','ذَنُوبٗا',0
51,59,5,72249,'مِّثْلَ','مِّثْلَ','مِّثْلَ','مِّثْلَ','ﮐ','مِّثْلَ','مِّثْلَ','مِّثۡلَ',0
51,59,6,72250,'ذَنُوبِ','ذَنُوْبِ','ذَنُوْبِ','ذَنُوْبِ','ﮑ','ذَنُوبِ','ذَنُوبِ','ذَنُوبِ',0
51,59,7,72251,'أَصْحَـٰبِهِمْ','اَصْحٰبِهِمْ','اَصْحٰبِهِمْ','اَصْحٰبِهِمْ','ﮒ','أَصْحَٰبِهِمْ','أَصْحَٰبِهِمْ','أَصۡحَٰبِهِمۡ',0
51,59,8,72252,'فَلَا','فَلَا','فَلَا','فَلَا','ﮓ','فَلَا','فَلَا','فَلَا',0
51,59,9,72253,'يَسْتَعْجِلُونِ','يَسْتَعْجِلُوْنِ','یَسْتَعْجِلُوْنِ','يَسْتَعْجِلُوْنِ','ﮔ','يَسْتَعْجِلُونِ','يَسْتَعْجِلُونِ','يَسۡتَعۡجِلُونِ',0
51,59,10,72254,'٥٩','٥٩','۟','۝٥٩','ﮕ','۝٥٩','۝٥٩','٥٩',1
51,60,1,72255,'فَوَيْلٌۭ','فَوَيْلٌ','فَوَیْلٌ','فَوَيْلٌ','ﮖ','فَوَيْلࣱ','فَوَيْلࣱ','فَوَيۡلٞ',0
51,60,2,72256,'لِّلَّذِينَ','لِّلَّذِيْنَ','لِّلَّذِیْنَ','لِّلَّذِيْنَ','ﮗ','لِّلَّذِينَ','لِّلَّذِينَ','لِّلَّذِينَ',0
51,60,3,72257,'كَفَرُوا۟','كَفَرُوْا','كَفَرُوْا','كَفَرُوْا','ﮘ','كَفَرُوا۟','كَفَرُوا۟','كَفَرُواْ',0
51,60,4,72258,'مِن','مِنْ','مِنْ','مِنْ','ﮙ','مِن','مِن','مِن',0
51,60,5,72259,'يَوْمِهِمُ','يَّوْمِهِمُ','یَّوْمِهِمُ','يَّوْمِهِمُ','ﮚ','يَوْمِهِمُ','يَوْمِهِمُ','يَوۡمِهِمُ',0
51,60,6,72260,'ٱلَّذِى','الَّذِيْ','الَّذِیْ','الَّذِيْ','ﮛ','ٱلَّذِي','ٱلَّذِي','ٱلَّذِي',0
51,60,7,72261,'يُوعَدُونَ','يُوْعَدُوْنَ','یُوْعَدُوْنَ','يُوْعَدُوْنَ','ﮜ','يُوعَدُونَ','يُوعَدُونَ','يُوعَدُونَ',0
51,60,8,72262,'٦٠','٦٠ﶒ','۟۠','۝٦٠ࣖ','ﮝ','۝٦٠','۝٦٠','٦٠',1
52,1,1,72263,'وَٱلطُّورِ','وَالطُّوْرِ','وَالطُّوْرِ','وَالطُّوْرِ','ﮞ','وَٱلطُّورِ','وَٱلطُّورِ','وَٱلطُّورِ',0
52,1,2,72264,'١','١ﶫ','۟ۙ','۝١ۙ','ﮟ','۝١','۝١','١',1
52,2,1,72265,'وَكِتَـٰبٍۢ','وَكِتٰبٍ','وَكِتٰبٍ','وَكِتٰبٍ','ﮠ','وَكِتَٰبࣲ','وَكِتَٰبࣲ','وَكِتَٰبٖ',0
52,2,2,72266,'مَّسْطُورٍۢ','مَّسْطُوْرٍ','مَّسْطُوْرٍ','مَّسْطُوْرٍ','ﮡ','مَّسْطُورࣲ','مَّسْطُورࣲ','مَّسۡطُورٖ',0
52,2,3,72267,'٢','٢ﶫ','۟ۙ','۝٢ۙ','ﮢ','۝٢','۝٢','٢',1
52,3,1,72268,'فِى','فِيْ','فِیْ','فِيْ','ﮣ','فِي','فِي','فِي',0
52,3,2,72269,'رَقٍّۢ','رَقٍّ','رَقٍّ','رَقٍّ','ﮤ','رَقࣲّ','رَقࣲّ','رَقّٖ',0
52,3,3,72270,'مَّنشُورٍۢ','مَّنْشُوْرٍ','مَّنْشُوْرٍ','مَّنْشُوْرٍ','ﮥ','مَّنشُورࣲ','مَّنشُورࣲ','مَّنشُورٖ',0
52,3,4,72271,'٣','٣ﶫ','۟ۙ','۝٣ۙ','ﮦ','۝٣','۝٣','٣',1
52,4,1,72272,'وَٱلْبَيْتِ','وَّالْبَيْتِ','وَّالْبَیْتِ','وَّالْبَيْتِ','ﮧ','وَٱلْبَيْتِ','وَٱلْبَيْتِ','وَٱلۡبَيۡتِ',0
52,4,2,72273,'ٱلْمَعْمُورِ','الْمَعْمُوْرِ','الْمَعْمُوْرِ','الْمَعْمُوْرِ','ﮨ','ٱلْمَعْمُورِ','ٱلْمَعْمُورِ','ٱلۡمَعۡمُورِ',0
52,4,3,72274,'٤','٤ﶫ','۟ۙ','۝٤ۙ','ﮩ','۝٤','۝٤','٤',1
52,5,1,72275,'وَٱلسَّقْفِ','وَالسَّقْفِ','وَالسَّقْفِ','وَالسَّقْفِ','ﮪ','وَٱلسَّقْفِ','وَٱلسَّقْفِ','وَٱلسَّقۡفِ',0
52,5,2,72276,'ٱلْمَرْفُوعِ','الْمَرْفُوْعِ','الْمَرْفُوْعِ','الْمَرْفُوْعِ','ﮫ','ٱلْمَرْفُوعِ','ٱلْمَرْفُوعِ','ٱلۡمَرۡفُوعِ',0
52,5,3,72277,'٥','٥ﶫ','۟ۙ','۝٥ۙ','ﮬ','۝٥','۝٥','٥',1
52,6,1,72278,'وَٱلْبَحْرِ','وَالْبَحْرِ','وَالْبَحْرِ','وَالْبَحْرِ','ﮭ','وَٱلْبَحْرِ','وَٱلْبَحْرِ','وَٱلۡبَحۡرِ',0
52,6,2,72279,'ٱلْمَسْجُورِ','الْمَسْجُوْرِ','الْمَسْجُوْرِ','الْمَسْجُوْرِ','ﮮ','ٱلْمَسْجُورِ','ٱلْمَسْجُورِ','ٱلۡمَسۡجُورِ',0
52,6,3,72280,'٦','٦ﶫ','۟ۙ','۝٦ۙ','ﮯ','۝٦','۝٦','٦',1
52,7,1,72281,'إِنَّ','اِنَّ','اِنَّ','اِنَّ','ﮰ','إِنَّ','إِنَّ','إِنَّ',0
52,7,2,72282,'عَذَابَ','عَذَابَ','عَذَابَ','عَذَابَ','ﮱ','عَذَابَ','عَذَابَ','عَذَابَ',0
52,7,3,72283,'رَبِّكَ','رَبِّكَ','رَبِّكَ','رَبِّكَ','ﯓ','رَبِّكَ','رَبِّكَ','رَبِّكَ',0
52,7,4,72284,'لَوَٰقِعٌۭ','لَوَاقِعٌ','لَوَاقِعٌ','لَوَاقِعٌ','ﯔ','لَوَٰقِعࣱ','لَوَٰقِعࣱ','لَوَٰقِعٞ',0
52,7,5,72285,'٧','٧ﶫ','۟ۙ','۝٧ۙ','ﯕ','۝٧','۝٧','٧',1
52,8,1,72286,'مَّا','مَّا','مَّا','مَّا','ﯖ','مَّا','مَّا','مَّا',0
